Point_ID,Output
9051,1.0648
9052,0.8878
9053,0.6767
9054,0.4262
9055,0.3891
9056,0.3743
9057,0.4259
9058,0.5263
9059,0.7967
9060,1.1725
9061,1.7829
9062,2.1741
9063,1.9978
9064,1.6200
9065,1.2672
9066,1.0159
9067,0.8574
9068,0.6724
9069,0.4617
9070,0.4991
9071,0.5843
9072,1.1698
9073,1.5049
9074,1.5674
9075,1.4556
9076,1.2622
9077,0.9246
9078,0.6225
9079,0.5028
9080,0.5114
9081,0.5906
9082,0.6717
9083,0.8585
9084,1.2862
9085,2.0170
9086,2.2947
9087,1.9223
9088,1.5283
9089,1.1907
9090,0.9779
9091,0.6978
9092,0.5235
9093,0.3966
9094,0.2627
9095,0.4664
9096,0.9677
9097,1.4075
9098,1.4061
9099,1.3799
9100,1.1959
9101,0.8956
9102,0.5492
9103,0.5656
9104,0.5820
9105,0.6034
9106,0.6767
9107,1.0318
9108,1.4493
9109,2.2230
9110,2.4513
9111,2.0028
9112,1.5438
9113,1.0974
9114,0.9227
9115,0.7108
9116,0.4728
9117,0.3370
9118,0.3500
9119,0.5419
9120,1.0465
9121,1.3190
9122,1.2390
9123,1.1932
9124,0.8537
9125,0.5679
9126,0.1515
9127,-0.0071
9128,-0.1251
9129,-0.0358
9130,-0.0416
9131,0.1600
9132,0.4538
9133,1.1623
9134,1.3974
9135,1.2641
9136,1.1578
9137,1.2245
9138,1.1550
9139,1.2022
9140,1.1495
9141,1.0644
9142,1.0385
9143,1.2500
9144,1.6549
9145,1.7912
9146,1.6103
9147,1.4871
9148,1.0720
9149,0.8034
9150,0.3487
9151,0.1929
9152,0.1134
9153,0.0651
9154,0.1579
9155,0.2834
9156,0.5899
9157,1.0797
9158,1.3125
9159,1.3976
9160,1.2516
9161,0.8637
9162,0.6224
9163,0.3956
9164,0.2055
9165,0.1519
9166,0.0023
9167,0.0799
9168,0.4462
9169,0.7343
9170,0.7366
9171,0.6226
9172,0.4991
9173,0.2992
9174,-0.0687
9175,-0.1946
9176,-0.3372
9177,-0.2979
9178,-0.2628
9179,-0.1979
9180,0.0376
9181,0.2269
9182,0.6009
9183,0.7028
9184,0.6008
9185,0.3329
9186,0.0597
9187,-0.1603
9188,-0.3889
9189,-0.5615
9190,-0.5815
9191,-0.5895
9192,-0.2238
9193,0.0263
9194,0.0613
9195,0.0679
9196,-0.0522
9197,-0.1824
9198,-0.4494
9199,-0.5129
9200,-0.5698
9201,-0.5555
9202,-0.4665
9203,-0.3997
9204,-0.1608
9205,0.0626
9206,0.4962
9207,0.5989
9208,0.5036
9209,0.2824
9210,-0.0382
9211,-0.2535
9212,-0.4509
9213,-0.6445
9214,-0.6791
9215,-0.5376
9216,-0.1387
9217,0.0728
9218,0.0135
9219,-0.0201
9220,-0.0689
9221,-0.1740
9222,-0.4669
9223,-0.6896
9224,-0.6802
9225,-0.6282
9226,-0.5343
9227,-0.2885
9228,0.1937
9229,0.9133
9230,1.2330
9231,0.9522
9232,0.6392
9233,0.2735
9234,0.2875
9235,0.0741
9236,-0.1033
9237,-0.2118
9238,-0.3369
9239,-0.2923
9240,0.1475
9241,0.5045
9242,0.4761
9243,0.3663
9244,0.0544
9245,-0.2102
9246,-0.5742
9247,-0.7875
9248,-0.8181
9249,-0.7836
9250,-0.7448
9251,-0.6354
9252,-0.1421
9253,0.5002
9254,0.7430
9255,0.5446
9256,0.3587
9257,0.1105
9258,-0.0724
9259,-0.1836
9260,-0.3155
9261,-0.3242
9262,-0.4189
9263,-0.3580
9264,-0.0150
9265,0.3333
9266,0.1870
9267,0.0525
9268,-0.1859
9269,-0.5518
9270,-0.8905
9271,-0.9852
9272,-1.0624
9273,-1.0496
9274,-1.0431
9275,-0.8920
9276,-0.4386
9277,0.2888
9278,0.3825
9279,0.2425
9280,0.1054
9281,-0.1677
9282,-0.1712
9283,-0.2650
9284,-0.3700
9285,-0.4384
9286,-0.4006
9287,-0.3887
9288,-0.0807
9289,0.2310
9290,0.2020
9291,0.0620
9292,-0.2364
9293,-0.5428
9294,-0.9971
9295,-1.0585
9296,-1.0886
9297,-1.0681
9298,-0.9978
9299,-0.8018
9300,-0.3479
9301,0.4034
9302,0.6633
9303,0.5993
9304,0.4703
9305,0.4720
9306,0.4503
9307,0.4694
9308,0.5272
9309,0.6174
9310,0.6585
9311,0.8751
9312,1.2437
9313,1.7169
9314,1.6461
9315,1.6559
9316,1.3106
9317,0.9760
9318,0.5007
9319,0.5741
9320,0.4720
9321,0.5132
9322,0.5667
9323,0.8098
9324,1.2235
9325,1.8440
9326,1.9109
9327,1.6188
9328,1.3399
9329,1.3095
9330,1.1915
9331,1.0226
9332,0.8493
9333,0.9238
9334,0.5793
9335,0.6490
9336,0.7501
9337,1.3928
9338,1.3206
9339,1.3335
9340,1.0900
9341,0.7082
9342,0.2684
9343,0.0552
9344,-0.0050
9345,-0.0974
9346,-0.1440
9347,-0.1064
9348,0.0263
9349,0.2953
9350,0.4968
9351,0.6059
9352,0.4696
9353,0.4175
9354,0.2093
9355,0.0455
9356,-0.1244
9357,-0.3235
9358,-0.4278
9359,-0.4342
9360,-0.0909
9361,0.2062
9362,0.1691
9363,0.0295
9364,-0.0554
9365,-0.2757
9366,-0.6408
9367,-0.7416
9368,-0.7509
9369,-0.7161
9370,-0.7013
9371,-0.6166
9372,-0.4355
9373,-0.1765
9374,0.1732
9375,0.3861
9376,0.4006
9377,0.1908
9378,-0.0469
9379,-0.1732
9380,-0.3400
9381,-0.4559
9382,-0.3716
9383,-0.1828
9384,0.0473
9385,0.3532
9386,0.3454
9387,0.2033
9388,0.0578
9389,-0.2463
9390,-0.5081
9391,-0.6524
9392,-0.6171
9393,-0.5978
9394,-0.4560
9395,-0.2688
9396,0.0938
9397,0.7744
9398,1.2270
9399,1.1661
9400,1.1473
9401,1.0570
9402,1.0461
9403,0.9522
9404,0.8638
9405,0.7278
9406,0.6299
9407,0.7107
9408,0.9358
9409,1.0717
9410,1.0004
9411,0.8218
9412,0.5260
9413,0.0605
9414,-0.3785
9415,-0.5586
9416,-0.6204
9417,-0.6560
9418,-0.5992
9419,-0.4287
9420,-0.0332
9421,0.6615
9422,0.8738
9423,0.6692
9424,0.5598
9425,0.4295
9426,0.2875
9427,0.1013
9428,-0.0372
9429,-0.2079
9430,-0.2737
9431,-0.2073
9432,0.1516
9433,0.4327
9434,0.4284
9435,0.3036
9436,0.0930
9437,-0.2901
9438,-0.7242
9439,-0.8096
9440,-0.9010
9441,-0.9306
9442,-0.8484
9443,-0.7158
9444,-0.2817
9445,0.3700
9446,0.5731
9447,0.2557
9448,0.0388
9449,0.0029
9450,-0.0248
9451,0.0025
9452,0.0522
9453,-0.0885
9454,-0.0922
9455,0.0109
9456,0.3543
9457,0.7728
9458,0.7003
9459,0.6479
9460,0.3622
9461,0.0959
9462,-0.2795
9463,-0.4134
9464,-0.4195
9465,-0.3912
9466,-0.3541
9467,-0.1883
9468,0.2805
9469,0.8444
9470,1.0734
9471,0.9156
9472,0.7871
9473,0.7370
9474,0.5618
9475,0.4705
9476,0.3803
9477,0.3369
9478,0.2946
9479,0.5369
9480,0.9428
9481,1.3200
9482,1.3326
9483,1.2515
9484,0.9815
9485,0.5632
9486,0.1715
9487,0.0512
9488,0.0919
9489,0.1685
9490,0.2215
9491,0.4141
9492,0.8590
9493,1.6250
9494,1.9616
9495,1.6010
9496,1.4895
9497,1.4598
9498,1.2723
9499,1.1380
9500,1.0259
9501,0.9324
9502,0.7981
9503,0.8429
9504,1.1761
9505,1.5974
9506,1.5162
9507,1.4388
9508,1.2027
9509,0.9610
9510,0.7185
9511,0.5781
9512,0.5244
9513,0.5392
9514,0.5846
9515,0.6913
9516,0.9909
9517,1.2760
9518,1.5547
9519,1.5367
9520,1.3413
9521,1.0377
9522,0.7958
9523,0.4712
9524,0.2184
9525,-0.0195
9526,-0.1035
9527,-0.0842
9528,0.1944
9529,0.5868
9530,0.6046
9531,0.5393
9532,0.4830
9533,0.2646
9534,0.0110
9535,-0.1673
9536,-0.3025
9537,-0.3614
9538,-0.2910
9539,-0.2840
9540,-0.2448
9541,-0.0730
9542,0.2535
9543,0.4826
9544,0.5136
9545,0.4617
9546,0.2662
9547,0.2030
9548,0.1351
9549,0.0345
9550,0.0869
9551,0.2390
9552,0.4616
9553,0.6400
9554,0.7423
9555,0.6410
9556,0.3693
9557,0.1112
9558,-0.2178
9559,-0.3786
9560,-0.4262
9561,-0.4534
9562,-0.4464
9563,-0.3064
9564,-0.0447
9565,0.4696
9566,0.8154
9567,0.8488
9568,0.7387
9569,0.6318
9570,0.4199
9571,0.1536
9572,0.0499
9573,-0.0459
9574,-0.0931
9575,0.0031
9576,0.2698
9577,0.5171
9578,0.4393
9579,0.2346
9580,0.0143
9581,-0.2664
9582,-0.7247
9583,-0.7767
9584,-0.7786
9585,-0.8108
9586,-0.7134
9587,-0.5418
9588,-0.0452
9589,0.5174
9590,0.7940
9591,0.6027
9592,0.4355
9593,0.3078
9594,-0.3247
9595,-0.1469
9596,-0.1393
9597,-0.2715
9598,0.2382
9599,-0.2592
9600,0.0485
9601,0.4505
9602,0.4579
9603,0.3425
9604,0.0811
9605,-0.2294
9606,-0.6044
9607,-0.7211
9608,-0.7436
9609,-0.7205
9610,-0.6692
9611,-0.4523
9612,0.0267
9613,0.5961
9614,0.8306
9615,0.5915
9616,0.5137
9617,0.4056
9618,0.3509
9619,0.1987
9620,0.0765
9621,-0.0401
9622,-0.1524
9623,-0.0650
9624,0.2761
9625,0.7574
9626,0.8475
9627,0.8071
9628,0.5147
9629,0.2189
9630,-0.1108
9631,-0.3313
9632,-0.3496
9633,-0.2675
9634,-0.0909
9635,0.0568
9636,-0.1838
9637,0.7237
9638,1.1035
9639,1.7147
9640,1.2855
9641,1.3904
9642,1.3527
9643,1.3298
9644,1.3414
9645,1.3024
9646,1.2045
9647,1.3683
9648,1.6146
9649,1.8541
9650,1.6574
9651,1.4528
9652,1.1123
9653,0.7320
9654,0.2958
9655,0.2189
9656,0.1865
9657,0.1539
9658,0.1670
9659,0.3870
9660,0.6310
9661,1.0321
9662,1.1986
9663,1.1765
9664,0.9963
9665,0.8164
9666,0.7100
9667,0.5306
9668,0.3765
9669,0.2526
9670,0.1684
9671,0.1966
9672,0.4680
9673,0.9199
9674,0.9144
9675,0.8649
9676,0.7261
9677,0.4742
9678,0.1851
9679,0.0481
9680,-0.0049
9681,0.0500
9682,0.1463
9683,0.2757
9684,0.4131
9685,0.7157
9686,0.9412
9687,1.0330
9688,0.9833
9689,0.6808
9690,0.5167
9691,0.3052
9692,0.1397
9693,-0.0333
9694,-0.0099
9695,0.0497
9696,0.2063
9697,0.5143
9698,0.4527
9699,0.3544
9700,0.2629
9701,0.0023
9702,-0.2348
9703,-0.3447
9704,-0.3645
9705,-0.3242
9706,-0.2457
9707,-0.1652
9708,0.0481
9709,0.3304
9710,0.6662
9711,0.7260
9712,0.6646
9713,0.5342
9714,0.3114
9715,0.0991
9716,-0.0374
9717,-0.1170
9718,-0.1348
9719,0.0484
9720,0.3547
9721,0.6899
9722,0.7315
9723,0.7032
9724,0.4842
9725,0.2618
9726,-0.0559
9727,-0.1033
9728,-0.1917
9729,-0.2332
9730,-0.1209
9731,0.0532
9732,0.3925
9733,0.8485
9734,1.1705
9735,1.2461
9736,1.3961
9737,1.4378
9738,1.3746
9739,1.3848
9740,1.3723
9741,1.3389
9742,1.2827
9743,1.3488
9744,1.4837
9745,1.6647
9746,1.5769
9747,1.2325
9748,0.9578
9749,0.5643
9750,0.3033
9751,0.1500
9752,0.0277
9753,0.0469
9754,0.0686
9755,0.2392
9756,0.6200
9757,0.9364
9758,1.1287
9759,1.1029
9760,0.9011
9761,0.8080
9762,0.7517
9763,0.6733
9764,0.5796
9765,0.4929
9766,0.5872
9767,0.7726
9768,1.1418
9769,1.6234
9770,1.5305
9771,1.4068
9772,1.1319
9773,0.7854
9774,0.5302
9775,0.4345
9776,0.4278
9777,0.4314
9778,0.5136
9779,0.6951
9780,1.1208
9781,1.6618
9782,1.8334
9783,1.6973
9784,1.4695
9785,1.2597
9786,1.1364
9787,1.0186
9788,0.9304
9789,0.9130
9790,0.9311
9791,1.1489
9792,1.4767
9793,1.9110
9794,1.9594
9795,1.8755
9796,1.5863
9797,1.2656
9798,0.9330
9799,0.8488
9800,0.7514
9801,0.8815
9802,0.8651
9803,1.0680
9804,1.4916
9805,1.9901
9806,2.1472
9807,1.7675
9808,1.5288
9809,1.3304
9810,1.2240
9811,1.0310
9812,0.8758
9813,0.6950
9814,0.6455
9815,0.6982
9816,1.0673
9817,1.5421
9818,1.6586
9819,1.5481
9820,1.3414
9821,0.9799
9822,0.6673
9823,0.5964
9824,0.5649
9825,0.6055
9826,0.7077
9827,0.8881
9828,1.3920
9829,2.0428
9830,2.1145
9831,1.7220
9832,1.3427
9833,1.1657
9834,0.7498
9835,0.5127
9836,0.3472
9837,0.1843
9838,0.2407
9839,0.4443
9840,0.7808
9841,0.9881
9842,0.9019
9843,0.8263
9844,0.5851
9845,0.3464
9846,-0.0136
9847,-0.1404
9848,-0.2979
9849,-0.3091
9850,-0.3217
9851,-0.2810
9852,-0.1145
9853,0.1751
9854,0.4904
9855,0.7255
9856,0.7642
9857,0.7082
9858,0.4975
9859,0.3680
9860,0.1337
9861,-0.0022
9862,-0.1367
9863,-0.1522
9864,-0.0172
9865,0.4160
9866,0.4319
9867,0.3796
9868,0.2685
9869,0.0932
9870,-0.1868
9871,-0.6334
9872,-0.7510
9873,-0.7733
9874,-0.7272
9875,-0.6578
9876,-0.5172
9877,-0.3644
9878,-0.0326
9879,0.3071
9880,0.3992
9881,0.2785
9882,0.0615
9883,-0.1537
9884,-0.3749
9885,-0.4939
9886,-0.6153
9887,-0.4174
9888,-0.1417
9889,0.2074
9890,0.2513
9891,0.2223
9892,0.0291
9893,-0.1891
9894,-0.5218
9895,-0.6787
9896,-0.5679
9897,-0.5840
9898,-0.4391
9899,-0.1807
9900,0.2433
9901,0.9078
9902,1.0722
9903,0.8263
9904,0.7011
9905,0.4276
9906,0.4058
9907,0.2822
9908,0.1749
9909,0.0082
9910,-0.0897
9911,-0.0248
9912,0.1712
9913,0.6787
9914,0.9038
9915,0.9030
9916,0.6803
9917,0.3687
9918,0.1189
9919,-0.1479
9920,-0.0308
9921,0.0133
9922,0.1557
9923,0.3373
9924,0.7642
9925,1.3796
9926,1.3859
9927,1.0128
9928,0.7623
9929,0.6352
9930,0.4794
9931,0.3965
9932,0.1902
9933,0.0109
9934,-0.0898
9935,-0.0697
9936,0.1883
9937,0.6596
9938,0.7835
9939,0.7328
9940,0.5803
9941,0.2830
9942,-0.0251
9943,-0.2172
9944,-0.2386
9945,-0.2424
9946,-0.1447
9947,0.0356
9948,0.4171
9949,1.0323
9950,1.1567
9951,0.8728
9952,0.6230
9953,0.4239
9954,0.2507
9955,0.0701
9956,0.0154
9957,0.0018
9958,0.0578
9959,0.1899
9960,0.4019
9961,0.7354
9962,0.7635
9963,0.7149
9964,0.4567
9965,0.1027
9966,-0.2056
9967,-0.3734
9968,-0.4777
9969,-0.4034
9970,-0.3863
9971,-0.1764
9972,0.1751
9973,0.7606
9974,1.0008
9975,0.7739
9976,0.6527
9977,0.6245
9978,0.3594
9979,0.2739
9980,0.1443
9981,-0.1498
9982,-0.2045
9983,-0.1976
9984,0.0320
9985,0.4654
9986,0.5998
9987,0.6730
9988,0.3938
9989,0.1709
9990,-0.1493
9991,-0.2625
9992,-0.2628
9993,-0.2656
9994,-0.1986
9995,0.0657
9996,0.4867
9997,1.1360
9998,1.1537
9999,0.7338
10000,0.4467
10001,0.1840
10002,0.0020
10003,-0.1953
10004,-0.3384
10005,-0.4806
10006,-0.5347
10007,-0.5780
10008,-0.4467
10009,-0.1068
10010,-0.0177
10011,-0.0731
10012,-0.2283
10013,-0.3719
10014,-0.6149
10015,-0.8048
10016,-0.8682
10017,-0.8406
10018,-0.7758
10019,-0.6438
10020,-0.3628
10021,-0.1633
10022,0.1293
10023,0.1325
10024,0.0294
10025,-0.2768
10026,-0.5172
10027,-0.6697
10028,-0.8517
10029,-0.9658
10030,-1.0147
10031,-0.9448
10032,-0.7046
10033,-0.4950
10034,-0.4290
10035,-0.5436
10036,-0.7445
10037,-0.9403
10038,-1.2165
10039,-1.3908
10040,-1.4845
10041,-1.4839
10042,-1.4666
10043,-1.4027
10044,-1.1916
10045,-0.9720
10046,-0.6612
10047,-0.3581
10048,-0.3730
10049,-0.5402
10050,-0.6766
10051,-0.8116
10052,-0.8806
10053,-0.9861
10054,-0.9758
10055,-0.9498
10056,-0.7385
10057,-0.3210
10058,-0.1113
10059,-0.0861
10060,-0.2969
10061,-0.5471
10062,-0.8225
10063,-0.9207
10064,-0.9742
10065,-0.9287
10066,-0.8570
10067,-0.6468
10068,-0.2778
10069,0.2601
10070,0.4764
10071,0.3778
10072,0.4121
10073,0.1763
10074,0.0200
10075,-0.1045
10076,-0.2319
10077,-0.2967
10078,-0.3839
10079,-0.4085
10080,-0.2152
10081,0.2976
10082,0.5312
10083,0.4368
10084,0.2058
10085,-0.0576
10086,-0.3470
10087,-0.3844
10088,-0.3997
10089,-0.2863
10090,-0.1984
10091,0.0531
10092,0.4235
10093,0.9842
10094,1.0381
10095,0.6577
10096,0.3781
10097,0.2093
10098,-0.0179
10099,-0.1179
10100,-0.2563
10101,-0.3794
10102,-0.4695
10103,-0.4565
10104,-0.2730
10105,0.0901
10106,0.1994
10107,0.1128
10108,-0.2086
10109,-0.4948
10110,-0.8615
10111,-0.9849
10112,-1.0217
10113,-1.0252
10114,-0.9690
10115,-0.7748
10116,-0.4929
10117,0.0535
10118,0.3691
10119,0.3168
10120,0.4186
10121,0.4663
10122,0.4551
10123,0.4675
10124,0.3733
10125,0.2131
10126,0.1832
10127,0.3436
10128,0.4892
10129,0.7431
10130,0.6860
10131,0.5291
10132,0.2236
10133,-0.0543
10134,-0.4197
10135,-0.5953
10136,-0.6431
10137,-0.6542
10138,-0.6601
10139,-0.5086
10140,-0.1701
10141,0.3473
10142,0.6280
10143,0.5686
10144,0.6224
10145,0.5709
10146,0.3002
10147,0.1310
10148,0.0752
10149,-0.0253
10150,-0.1216
10151,-0.0562
10152,0.0464
10153,0.3774
10154,0.2769
10155,0.2184
10156,0.0075
10157,-0.2563
10158,-0.6219
10159,-0.9052
10160,-1.0044
10161,-0.9677
10162,-0.9840
10163,-0.8098
10164,-0.5654
10165,-0.1821
10166,0.1026
10167,0.1031
10168,0.1797
10169,0.0677
10170,0.1113
10171,-0.0578
10172,-0.1296
10173,-0.2249
10174,-0.3272
10175,-0.2354
10176,-0.0731
10177,0.0276
10178,-0.0452
10179,-0.1274
10180,-0.3394
10181,-0.6387
10182,-0.9870
10183,-1.1173
10184,-1.2230
10185,-1.2788
10186,-1.2245
10187,-1.1552
10188,-1.0671
10189,-0.7705
10190,-0.4719
10191,-0.1379
10192,0.0877
10193,0.0741
10194,-0.0308
10195,-0.1632
10196,-0.2593
10197,-0.3681
10198,-0.3288
10199,-0.2962
10200,-0.1516
10201,0.0093
10202,-0.0237
10203,-0.1337
10204,-0.3486
10205,-0.5535
10206,-0.8538
10207,-1.1748
10208,-1.2763
10209,-1.3274
10210,-1.3236
10211,-1.2737
10212,-1.1048
10213,-0.8976
10214,-0.6733
10215,-0.3046
10216,-0.1270
10217,-0.0754
10218,-0.1728
10219,-0.1822
10220,-0.3013
10221,-0.3850
10222,-0.4701
10223,-0.3706
10224,-0.3092
10225,-0.0999
10226,-0.0740
10227,-0.1768
10228,-0.4628
10229,-0.7137
10230,-1.0459
10231,-1.0957
10232,-1.1919
10233,-1.1587
10234,-1.1047
10235,-0.9219
10236,-0.5796
10237,-0.0602
10238,0.3469
10239,0.5119
10240,0.7297
10241,0.7741
10242,0.7539
10243,0.6895
10244,0.5838
10245,0.5295
10246,0.4885
10247,0.4177
10248,0.5879
10249,0.8132
10250,0.7803
10251,0.6028
10252,0.2409
10253,-0.0745
10254,-0.4843
10255,-0.7021
10256,-0.8149
10257,-0.7842
10258,-0.8219
10259,-0.6698
10260,-0.3137
10261,0.2000
10262,0.4577
10263,0.3643
10264,0.3021
10265,0.1120
10266,0.0448
10267,-0.1394
10268,-0.2438
10269,-0.4293
10270,-0.5046
10271,-0.4769
10272,-0.3613
10273,-0.0665
10274,0.1761
10275,0.1119
10276,-0.2501
10277,-0.5158
10278,-0.9047
10279,-1.0463
10280,-1.0639
10281,-1.0622
10282,-0.9225
10283,-0.7422
10284,-0.3531
10285,0.2284
10286,0.3854
10287,0.1969
10288,-0.0535
10289,-0.1360
10290,0.0429
10291,-0.4874
10292,-0.7012
10293,-0.6176
10294,-0.7119
10295,-0.6438
10296,-0.5642
10297,-0.3329
10298,-0.0151
10299,-0.1174
10300,-0.3350
10301,-0.7372
10302,-1.1107
10303,-1.2558
10304,-1.3037
10305,-1.3028
10306,-1.2287
10307,-1.0316
10308,-0.7030
10309,-0.1236
10310,0.1698
10311,-0.0021
10312,-0.1191
10313,-0.1397
10314,-0.2389
10315,-0.3855
10316,-0.3284
10317,-0.4491
10318,-0.4945
10319,-0.3885
10320,-0.1256
10321,0.1168
10322,0.2841
10323,0.0625
10324,-0.2315
10325,-0.6705
10326,-0.8936
10327,-1.0905
10328,-1.1841
10329,-1.1907
10330,-1.1174
10331,-0.9410
10332,-0.5232
10333,0.0032
10334,0.1105
10335,-0.0729
10336,-0.1990
10337,0.0429
10338,-0.8381
10339,-0.0988
10340,-0.9334
10341,-0.8694
10342,-0.8227
10343,-0.7091
10344,-0.4452
10345,-0.2867
10346,-0.3221
10347,-0.4174
10348,-0.6302
10349,-0.9872
10350,-1.2973
10351,-1.4788
10352,-1.5657
10353,-1.6103
10354,-1.5705
10355,-1.5063
10356,-1.3631
10357,-1.0559
10358,-0.7154
10359,-0.4282
10360,-0.2249
10361,-0.2376
10362,-0.3225
10363,-0.4803
10364,-0.7235
10365,-0.7178
10366,-0.8579
10367,-0.6891
10368,-0.4415
10369,-0.2671
10370,-0.2361
10371,-0.2796
10372,-0.4568
10373,-0.6461
10374,-0.9533
10375,-1.1021
10376,-1.1239
10377,-1.0880
10378,-1.0521
10379,-0.9875
10380,-0.9001
10381,-0.7532
10382,-0.4585
10383,-0.0982
10384,0.0992
10385,0.0769
10386,0.1343
10387,0.1000
10388,-0.0894
10389,-0.3019
10390,-0.3555
10391,-0.4349
10392,-0.4496
10393,-0.4480
10394,-0.1691
10395,0.0888
10396,-0.0390
10397,-0.3484
10398,-0.7382
10399,-0.9188
10400,-1.0746
10401,-1.0946
10402,-1.0188
10403,-0.7715
10404,-0.4211
10405,0.1541
10406,0.3288
10407,0.1300
10408,0.0669
10409,-0.0243
10410,-0.0961
10411,-0.1861
10412,-0.2543
10413,-0.4266
10414,-0.5028
10415,-0.5118
10416,-0.5414
10417,-0.5046
10418,-0.2394
10419,0.0551
10420,-0.1922
10421,-0.5590
10422,-0.9183
10423,-1.1837
10424,-1.2189
10425,-1.2151
10426,-1.1262
10427,-0.8809
10428,-0.4625
10429,0.2482
10430,0.5092
10431,0.1459
10432,-0.1139
10433,-0.1529
10434,-0.2911
10435,-0.4183
10436,-0.4688
10437,-0.5710
10438,-0.7355
10439,-0.6528
10440,-0.5879
10441,-0.5357
10442,-0.3465
10443,-0.1471
10444,-0.3538
10445,-0.7137
10446,-1.2445
10447,-1.4658
10448,-1.5676
10449,-1.6424
10450,-1.6218
10451,-1.4912
10452,-1.1355
10453,-0.4758
10454,-0.3086
10455,-0.4153
10456,-0.4659
10457,-0.4518
10458,-0.4383
10459,-0.4598
10460,-0.4775
10461,-0.4557
10462,-0.4402
10463,-0.5012
10464,-0.4213
10465,-0.4531
10466,-0.3100
10467,-0.0821
10468,-0.3070
10469,-0.7833
10470,-1.1632
10471,-1.4920
10472,-1.5790
10473,-1.6470
10474,-1.6632
10475,-1.5424
10476,-1.2279
10477,-0.6738
10478,-0.3752
10479,-0.4301
10480,-0.4579
10481,-0.4410
10482,-0.3638
10483,-0.3660
10484,-0.4233
10485,-0.3737
10486,-0.5029
10487,-0.4549
10488,-0.4200
10489,-0.4103
10490,-0.1858
10491,-0.1232
10492,-0.3875
10493,-0.8987
10494,-1.3824
10495,-1.5536
10496,-1.6416
10497,-1.6759
10498,-1.6706
10499,-1.6146
10500,-1.3072
10501,-0.7187
10502,-0.3462
10503,-0.4318
10504,-0.4634
10505,-0.3480
10506,-0.4138
10507,-0.4923
10508,-0.5517
10509,-0.6152
10510,-0.6861
10511,-0.7477
10512,-0.6953
10513,-0.7638
10514,-0.7371
10515,-0.4824
10516,-0.7036
10517,-1.0120
10518,-1.4230
10519,-1.6361
10520,-1.8148
10521,-1.8825
10522,-1.8929
10523,-1.7781
10524,-1.5942
10525,-1.2530
10526,-0.9599
10527,-0.6685
10528,-0.6862
10529,-0.7841
10530,-0.8963
10531,-1.0506
10532,-1.1340
10533,-1.1823
10534,-1.2269
10535,-1.2002
10536,-1.2193
10537,-1.2123
10538,-1.1613
10539,-0.8950
10540,-1.1174
10541,-1.4196
10542,-1.6536
10543,-1.8719
10544,-1.9481
10545,-1.9854
10546,-1.9049
10547,-1.8630
10548,-1.6812
10549,-1.5099
10550,-1.1547
10551,-0.9202
10552,-0.8403
10553,-0.9420
10554,-1.0395
10555,-1.1646
10556,-1.1756
10557,-1.2949
10558,-1.2938
10559,-1.2359
10560,-1.1203
10561,-1.1141
10562,-0.9246
10563,-0.5216
10564,-0.7833
10565,-1.1809
10566,-1.5978
10567,-1.7980
10568,-1.8247
10569,-1.8610
10570,-1.7783
10571,-1.5927
10572,-1.1574
10573,-0.5740
10574,-0.2535
10575,-0.3820
10576,-0.3187
10577,-0.4226
10578,-0.4166
10579,-0.5071
10580,-0.5092
10581,-0.4946
10582,-0.6399
10583,-0.6026
10584,-0.4857
10585,-0.5506
10586,-0.3851
10587,-0.0733
10588,-0.4002
10589,-0.8546
10590,-1.2594
10591,-1.4803
10592,-1.5043
10593,-1.5596
10594,-1.4734
10595,-1.2751
10596,-0.8894
10597,-0.1312
10598,0.0709
10599,-0.6405
10600,-0.1449
10601,-0.2307
10602,-0.3325
10603,0.0935
10604,-0.3850
10605,-0.5007
10606,-0.4787
10607,-0.4304
10608,-0.2362
10609,-0.0918
10610,0.1576
10611,0.1586
10612,-0.1299
10613,-0.5248
10614,-0.9248
10615,-1.1454
10616,-1.1897
10617,-1.3468
10618,-1.2372
10619,-1.0298
10620,-0.6670
10621,-0.1289
10622,0.1431
10623,0.0321
10624,-0.0796
10625,-0.2146
10626,-0.3903
10627,-0.4495
10628,-0.5250
10629,-0.6247
10630,-0.6655
10631,-0.6703
10632,-0.6183
10633,-0.5779
10634,-0.3771
10635,-0.0168
10636,-0.3239
10637,-0.6895
10638,-1.0817
10639,-1.2348
10640,-1.1805
10641,-1.1982
10642,-1.1360
10643,-0.9694
10644,-0.5540
10645,0.0664
10646,0.3751
10647,-0.0295
10648,-0.1244
10649,-0.2109
10650,-0.3191
10651,-0.3695
10652,-0.4806
10653,-0.5661
10654,-0.5923
10655,-0.5733
10656,-0.5970
10657,-0.6173
10658,-0.4112
10659,-0.1045
10660,-0.3109
10661,-0.7403
10662,-1.1620
10663,-1.3350
10664,-1.3559
10665,-1.3890
10666,-1.2744
10667,-1.0891
10668,-0.7396
10669,-0.0395
10670,0.2022
10671,-0.0368
10672,-0.0222
10673,-0.2619
10674,-0.3478
10675,-0.4530
10676,-0.4664
10677,-0.6300
10678,-0.6875
10679,-0.6764
10680,-0.7099
10681,-0.7149
10682,-0.5944
10683,-0.2564
10684,-0.3718
10685,-0.6717
10686,-0.9880
10687,-1.1584
10688,-1.2701
10689,-1.1869
10690,-1.1510
10691,-1.0571
10692,-0.8198
10693,-0.5233
